cellDN,controllerName,mcc,mnc,cellId,,,cellLac,cellExpectedCellRadius,cellType,cellDeploymentType,cellSectorIdentifier,cellBtsId,cellTechnology,siteIdentifier,cellid,siteAddress,siteTopologyName,siteT,siteLocationLongitude,siteLocationLatitude,siteLocationGroundHeight,antennaType,antennaAttenuationPattern,antennaGsmPropagationModel,antennaWcdmaPropagationModel,antennaEffectiveHeight,antennaBearing,antennaTilt,antennaLocationLongitude,antennaLocationLatitude,antennaState,cellName,antennaId,antennaHorBeamwidth,antennaTotalTilt,antennaVerBeamwidth,antennaDirectivity,antennaLineLoss
PLMN-PLMN/BSC-401463/BCF-2412/BTS-2412,MSABSC3001,639,2,15044,4,,2022,,,,1,2412,GSM,16894_CO_EL1504,16894_CO_EL15044,16894_CO_EL1504-Nyali_Umoja_OUTB,16894_CO_EL1504-Nyali_Umoja_OUTB,16894,39.68711111,-4.048583333,0,K80010826_1800Mhz_06V,,,,20,115,1,39.68711111,-4.048583333,1,NYALIUMOJA4,,,,,,
PLMN-PLMN/BSC-401463/BCF-1834/BTS-1839,MSABSC3001,639,2,11346,6,,2022,,,,6,1839,GSM,13173_CO_EL1134,13173_CO_EL11346,13173_CO_EL1134-Hatimy_Bldg_OUTB_H_MRT,13173_CO_EL1134-Hatimy_Bldg_OUTB_H_MRT,13173,39.67337827,-4.052918818,0,K80010825_1800Mhz_03V,,,,27,286,1.5,39.67337827,-4.052918818,1,EL1134HATIMYPA6,,,,,,
PLMN-PLMN/BSC-401463/BCF-1600/BTS-1604,MSABSC3001,639,2,11155,5,,2009,,,,5,1604,GSM,13156_CO_EL1115,13156_CO_EL11155,13156_CO_EL1115-MAKANDE_PRIMARY_HUB_MSR_OUTPOWERGROUP_MGF,13156_CO_EL1115-MAKANDE_PRIMARY_HUB_MSR_OUTPOWERGROUP_MGF,13156,39.65198894,-4.041808749,0,K80010825_1800Mhz_05V,,,,28,139,0,39.65198894,-4.041808749,1,EL1115MKNPRIMR5,,,,,,
PLMN-PLMN/BSC-401463/BCF-1600/BTS-1602,MSABSC3001,639,2,11152,2,,2009,,,,3,1602,GSM,13156_CO_EL1115,13156_CO_EL11152,13156_CO_EL1115-MAKANDE_PRIMARY_HUB_MSR_OUTPOWERGROUP_MGF,13156_CO_EL1115-MAKANDE_PRIMARY_HUB_MSR_OUTPOWERGROUP_MGF,13156,39.65198894,-4.041808749,0,K80010825_900Mhz_05V,,,,28,260,0,39.65198894,-4.041808749,1,EL1115MKNPRIMR2,,,,,,
PLMN-PLMN/BSC-401463/BCF-2510/BTS-2511,MSABSC3001,639,2,17761,1,,2022,,,,2,2511,GSM,18079_CO_EL1776,18079_CO_EL17761,18079_CO_EL1776-Hassanalis_Building_Fort_Jesus_Road_MRT,18079_CO_EL1776-Hassanalis_Building_Fort_Jesus_Road_MRT,18079,39.67416111,-4.063063889,,K80010965_943MHz_06V,,,,18,130,0,39.67416111,-4.063063889, ,HASSANALI1,,,,,,
PLMN-PLMN/BSC-401463/BCF-2372/BTS-2372,MSABSC3001,639,2,16280,0,,2022,,,,1,2372,GSM,16601_CO_EL1628,16601_CO_EL16280,16601_CO_EL1628-Maweni_South_OUTB_MGF,16601_CO_EL1628-Maweni_South_OUTB_MGF,16601,39.69174167,-4.045055556,0,K80010698_900Mhz_05V,,,,23,103,0.5,39.69174167,-4.045055556,1,MAWENISOUTH0,,,,,,
PLMN-PLMN/BSC-401463/BCF-1999/BTS-2004,MSABSC3001,639,2,15416,6,,2009,,,,6,2004,GSM,13490_CO_EL1541,13490_CO_EL15416,13490_CO_EL1541-KPA_MCC_OUTB_MGF,13490_CO_EL1541-KPA_MCC_OUTB_MGF,13490,39.64844444,-4.048888889,0,K80010825_1800Mhz_04V,,,,24,320,0,39.64844444,-4.048888889,1,6,,,,,,
PLMN-PLMN/BSC-401463/BCF-1834/BTS-1835,MSABSC3001,639,2,11341,1,,2022,,,,2,1835,GSM,13173_CO_EL1134,13173_CO_EL11341,13173_CO_EL1134-Hatimy_Bldg_OUTB_H_MRT,13173_CO_EL1134-Hatimy_Bldg_OUTB_H_MRT,13173,39.67337827,-4.052918818,0,K80010825_900Mhz_03V,,,,27,101,2.5,39.67337827,-4.052918818,1,EL1134HATIMYPA1,,,,,,
PLMN-PLMN/BSC-401463/BCF-2042/BTS-2043,MSABSC3001,639,2,13051,1,,2022,,,,2,2043,GSM,16652_CO_EL1305,16652_CO_EL13051,16652_CO_EL1305-Meru_Road_Mombasa_OUTB_MRT,16652_CO_EL1305-Meru_Road_Mombasa_OUTB_MRT,16652,39.67111667,-4.061155556,0,K80010825_900Mhz_10V,,,,7,264,0.5,39.67111667,-4.061155556, ,MERUROADMAMBAS1,,,,,,
PLMN-PLMN/BSC-401463/BCF-1696/BTS-1696,MSABSC3001,639,2,10790,0,,2022,,,,1,1696,GSM,14400_CO_EL1079,14400_CO_EL10790,14400_CO_EL1079-Mombasa_show_ground_OUTB_MGF,14400_CO_EL1079-Mombasa_show_ground_OUTB_MGF,14400,39.68497222,-4.056944444,0,K80010306_900_03V,,,,35,0,0,39.68497222,-4.056944444,1,PEL1079MOMSGMR0,,,,,,
PLMN-PLMN/BSC-401463/BCF-2481/BTS-2486,MSABSC3001,639,2,18006,6,,2009,,,,6,2486,GSM,17011_CO_EL1800,17011_CO_EL18006,17011_CO_EL1800-Kongowea_Kwa_Chief_MGF_GenOFF,17011_CO_EL1800-Kongowea_Kwa_Chief_MGF_GenOFF,17011,39.68727778,-4.041055556,0,K80010868_1800_06V,,,,15,240,0,39.68727778,-4.041055556,1,KONGOWEACHIEF6,,,,,,
PLMN-PLMN/BSC-401463/BCF-1999/BTS-2002,MSABSC3001,639,2,15414,4,,2009,,,,4,2002,GSM,13490_CO_EL1541,13490_CO_EL15414,13490_CO_EL1541-KPA_MCC_OUTB_MGF,13490_CO_EL1541-KPA_MCC_OUTB_MGF,13490,39.64844444,-4.048888889,0,K80010825_1800Mhz_04V,,,,24,80,0,39.64844444,-4.048888889,1,KPAMCC4,,,,,,
PLMN-PLMN/BSC-401463/BCF-1798/BTS-1803,MSABSC3001,639,2,11166,6,,2009,,,,6,1803,GSM,13157_CO_EL1116,13157_CO_EL11166,13157_CO_EL1116-KCB_Building_OUTB_H_MWM,13157_CO_EL1116-KCB_Building_OUTB_H_MWM,13157,39.6644892,-4.0495858,0,K80010825_1800Mhz_06V,,,,28,228,3.5,39.6644892,-4.0495858,1,EL1116KCBBLGPA6,,,,,,
PLMN-PLMN/BSC-401463/BCF-2516/BTS-2521,MSABSC3001,639,2,15526,6,,2022,,,,6,2521,GSM,18159_CO_EL1552,18159_CO_EL15526,18159_CO_EL1552-EATON_Mombasa_Nyali_South_MGF_NEW,18159_CO_EL1552-EATON_Mombasa_Nyali_South_MGF_NEW,18159,39.68965,-4.053711111,0,K80010965_1850MHz_06V,,,,20,310,0,39.68965,-4.053711111,1,MSANYALISOUTH6,,,,,,
PLMN-PLMN/BSC-401463/BCF-1612/BTS-1617,MSABSC3001,639,2,11226,6,,2009,,,,6,1617,GSM,13162_CO_EL1122,13162_CO_EL11226,13162_CO_EL1122-Shimanzi_Road_OUTB_MGF_HUB,13162_CO_EL1122-Shimanzi_Road_OUTB_MGF_HUB,13162,39.6511556,-4.054029852,0,K80010825_1800Mhz_06V,,,,30,240,0,39.6511556,-4.054029852,1,EL1122SHIMPDMP6,,,,,,
PLMN-PLMN/BSC-401463/BCF-1522/BTS-1527,MSABSC3001,639,2,9026,6,,2009,,,,6,1527,GSM,13048_CO_EL0902,13048_CO_EL09026,13048_CO_EL0902-Mombasa_Tom_Mboya_OUTB_H_MGF,13048_CO_EL0902-Mombasa_Tom_Mboya_OUTB_H_MGF,13048,39.66754481,-4.041253227,0,K742211_1800_06V,,,,30,223,5,39.66754481,-4.041253227,1,EL0902MOMTMPA6,,,,,,
PLMN-PLMN/BSC-401463/BCF-1972/BTS-1973,MSABSC3001,639,2,15055,5,,2022,,,,2,1973,GSM,17518_CO_EL1505,17518_CO_EL15055,17518_CO_EL1505-Nyali_Mkomani_Cement_Road_OUTB_SET,17518_CO_EL1505-Nyali_Mkomani_Cement_Road_OUTB_SET,17518,39.68244,-4.050087,,K80010825_1800Mhz_04V,,,,24,180,0,39.68244,-4.050087, ,NYALIMKOMANIRD5,,,,,,
PLMN-PLMN/BSC-401463/BCF-2020/BTS-2021,MSABSC3001,639,2,10925,5,,2022,,,,2,2021,GSM,13145_CO_EL1092,13145_CO_EL10925,13145_CO_EL1092-Saphire_Hotel_Mombasa_OUTB_MRT,13145_CO_EL1092-Saphire_Hotel_Mombasa_OUTB_MRT,13145,39.66413889,-4.056388889,0,K80010965_915MHz_03V,,,,28,120,0,39.66413889,-4.056388889,1,SAPPHIRE1,,,,,,
PLMN-PLMN/BSC-401463/BCF-1516/BTS-1516,MSABSC3001,639,2,11044,4,,2009,,,,1,1516,GSM,14607_CO_EL1104,14607_CO_EL11044,14607_CO_EL1104-Kengeleni_Street_Micro_OUTB_HUB_MRT,14607_CO_EL1104-Kengeleni_Street_Micro_OUTB_HUB_MRT,14607,39.68102778,-4.039666667,0,K80010698_1800Mhz_06V,,,,12,10,0,39.68102778,-4.039666667,1,EL1104KENGELMP4,,,,,,
PLMN-PLMN/BSC-401463/BCF-1522/BTS-1523,MSABSC3001,639,2,9021,1,,2009,,,,2,1523,GSM,13048_CO_EL0902,13048_CO_EL09021,13048_CO_EL0902-Mombasa_Tom_Mboya_OUTB_H_MGF,13048_CO_EL0902-Mombasa_Tom_Mboya_OUTB_H_MGF,13048,39.66754481,-4.041253227,0,K739634_900_06F,,,,30,140,1,39.66754481,-4.041253227,1,EL0902MOMTMPA1,,,,,,
PLMN-PLMN/BSC-401463/BCF-2421/BTS-2424,MSABSC3001,639,2,16244,4,,2022,,,,4,2424,GSM,16604_CO_EL1624,16604_CO_EL16244,16604_CO_EL1624-EATON_English Point,16604_CO_EL1624-EATON_English Point,16604,39.688575,-4.060161111,0,K80010826_1800Mhz_03V,,,,18,0,2,39.688575,-4.060161111,1,ENGLISHPOINT4,,,,,,
PLMN-PLMN/BSC-401463/BCF-2525/BTS-2527,MSABSC3001,639,2,18336,6,,2022,,,,3,2527,GSM,17330_CO_EL1833,17330_CO_EL18336,17330_CO_EL1833-Mackawi_Rd_Jxn_smallcell,17330_CO_EL1833-Mackawi_Rd_Jxn_smallcell,17330,39.67255,-4.055452778,0,K80010125_1800_00F,,,,12,250,0,39.67255,-4.055452778,1,MACKAWI6,,,,,,
PLMN-PLMN/BSC-401463/BCF-1810/BTS-1813,MSABSC3001,639,2,9004,4,,2022,,,,4,1813,GSM,13046_CO_EL0900,13046_CO_EL09004,13046_CO_EL0900-Mombasa_Majengo_Mvita_OUTB_SPS_MRT,13046_CO_EL0900-Mombasa_Majengo_Mvita_OUTB_SPS_MRT,13046,39.66254472,-4.054029839,0,K80010825_1800Mhz_05V,,,,26,20,0,39.66254472,-4.054029839,1,EL0900MOMMMPA4,,,,,,
PLMN-PLMN/BSC-401463/BCF-2421/BTS-2423,MSABSC3001,639,2,16242,2,,2022,,,,3,2423,GSM,16604_CO_EL1624,16604_CO_EL16242,16604_CO_EL1624-EATON_English Point,16604_CO_EL1624-EATON_English Point,16604,39.688575,-4.060161111,0,K80010826_900Mhz_03V,,,,18,240,2,39.688575,-4.060161111,1,ENGLISHPOINT2,,,,,,
PLMN-PLMN/BSC-401463/BCF-792/BTS-795,MSABSC3001,639,2,11124,4,,2009,,,,4,795,GSM,13153_CO_EL1112,13153_CO_EL11124,13153_CO_EL1112-Silver_Star_Building_OUTB_MRT,13153_CO_EL1112-Silver_Star_Building_OUTB_MRT,13153,39.6578224,-4.051252321,0,K80010825_1800Mhz_04V,,,,29,20,0,39.6578224,-4.051252321,1,EL1112SILVSBMR4,,,,,,
PLMN-PLMN/BSC-401463/BCF-1972/BTS-1972,MSABSC3001,639,2,15054,4,,2022,,,,1,1972,GSM,17518_CO_EL1505,17518_CO_EL15054,17518_CO_EL1505-Nyali_Mkomani_Cement_Road_OUTB_SET,17518_CO_EL1505-Nyali_Mkomani_Cement_Road_OUTB_SET,17518,39.68244,-4.050087,,K80010825_1800Mhz_04V,,,,24,60,0,39.68244,-4.050087, ,NYALIMKOMANIRD4,,,,,,
PLMN-PLMN/BSC-401463/BCF-1652/BTS-1652,MSABSC3001,639,2,11404,4,,2022,,,,1,1652,GSM,13177_CO_EL1140,13177_CO_EL11404,13177_CO_EL1140-Zulfat_Complex_OUTB_MWM,13177_CO_EL1140-Zulfat_Complex_OUTB_MWM,13177,39.67782281,-4.064306658,27,K80010825_1800Mhz_03V,,,,23,10,0,39.67782281,-4.064306658, ,EL1140ZULFATMP4,,,,,,
PLMN-PLMN/BSC-401463/BCF-1528/BTS-1532,MSABSC3001,639,2,11135,5,,2009,,,,5,1532,GSM,13154_CO_EL1113,13154_CO_EL11135,13154_CO_EL1113-Kiteto_Estate_OUTB_MGF,13154_CO_EL1113-Kiteto_Estate_OUTB_MGF,13154,39.66921151,-4.045697263,0,K80010826_1800Mhz_05V,,,,37,130,0,39.66921151,-4.045697263,1,EL1113KITETOMR5,,,,,,
PLMN-PLMN/BSC-401463/BCF-2372/BTS-2374,MSABSC3001,639,2,16282,2,,2022,,,,3,2374,GSM,16601_CO_EL1628,16601_CO_EL16282,16601_CO_EL1628-Maweni_South_OUTB_MGF,16601_CO_EL1628-Maweni_South_OUTB_MGF,16601,39.69174167,-4.045055556,0,K80010698_900Mhz_05V,,,,23,346,1,39.69174167,-4.045055556,1,MAWENISOUTH2,,,,,,
PLMN-PLMN/BSC-401463/BCF-1606/BTS-1610,MSABSC3001,639,2,8885,5,,2009,,,,5,1610,GSM,13035_CO_EL0888,13035_CO_EL08885,13035_CO_EL0888-Makupa_Circus_OUTB_MWM,13035_CO_EL0888-Makupa_Circus_OUTB_MWM,13035,39.65810017,-4.04153099,0,K80010965_1805MHz_03V,,,,24,140,0,39.65810017,-4.04153099,1,EL0888MAKCIRMP5,,,,,,
PLMN-PLMN/BSC-401463/BCF-1528/BTS-1533,MSABSC3001,639,2,11136,6,,2009,,,,6,1533,GSM,13154_CO_EL1113,13154_CO_EL11136,13154_CO_EL1113-Kiteto_Estate_OUTB_MGF,13154_CO_EL1113-Kiteto_Estate_OUTB_MGF,13154,39.66921151,-4.045697263,0,K80010826_1800Mhz_05V,,,,30,240,0,39.66921151,-4.045697263,1,EL1113KITETOMR6,,,,,,
PLMN-PLMN/BSC-401463/BCF-2516/BTS-2516,MSABSC3001,639,2,15520,0,,2022,,,,1,2516,GSM,18159_CO_EL1552,18159_CO_EL15520,18159_CO_EL1552-EATON_Mombasa_Nyali_South_MGF_NEW,18159_CO_EL1552-EATON_Mombasa_Nyali_South_MGF_NEW,18159,39.68965,-4.053711111,0,K80010965_943MHz_06V,,,,20,90,0,39.68965,-4.053711111,1,MSANYALISOUTH0,,,,,,
PLMN-PLMN/BSC-401463/BCF-1969/BTS-1970,MSABSC3001,639,2,15185,5,,2009,,,,2,1970,GSM,15643_CO_EL1518,15643_CO_EL15185,15643_CO_EL1518-Saba_Saba_Street_Micro_OUTB_MWM,15643_CO_EL1518-Saba_Saba_Street_Micro_OUTB_MWM,15643,39.66145556,-4.045738889,0,K80010825_1800Mhz_06V,,,,5,191,0,39.66145556,-4.045738889,1,SABASABASTREET5,,,,,,
PLMN-PLMN/BSC-401463/BCF-1958/BTS-1958,MSABSC3001,639,2,15010,0,,2009,,,,1,1958,GSM,15567_CO_EL1501,15567_CO_EL15010,15567_CO_EL1501-Kengen_Kipevu_GenOFF_MGF,15567_CO_EL1501-Kengen_Kipevu_GenOFF_MGF,15567,39.63297222,-4.038611111,0,K80010698_900Mhz_02V,,,,24,0,0,39.63297222,-4.038611111,1,KENGENKIPEVU0,,,,,,
PLMN-PLMN/BSC-401463/BCF-1534/BTS-1538,MSABSC3001,639,2,8985,5,,2022,,,,5,1538,GSM,13044_CO_EL0898,13044_CO_EL08985,13044_CO_EL0898-Mombasa_Makadara_OUTB_MRT,13044_CO_EL0898-Mombasa_Makadara_OUTB_MRT,13044,39.6728227,-4.049863543,0,K80010868_1800_06V,,,,25,145,0.5,39.6728227,-4.049863543,1,EL0898MOMMAKMR5,,,,,,
PLMN-PLMN/BSC-401463/BCF-1927/BTS-1927,MSABSC3001,639,2,15564,4,,2009,,,,1,1927,GSM,15616_CO_EL1556,15616_CO_EL15564,15616_CO_EL1556-YU_Kisauni_OUTB_MRT,15616_CO_EL1556-YU_Kisauni_OUTB_MRT,15616,39.68380556,-4.02844444,0,K80010698_1800Mhz_05V,,,,36,6,0,39.68380556,-4.02844444,1,YUKISAUNI4,,,,,,
PLMN-PLMN/BSC-401463/BCF-2036/BTS-2036,MSABSC3001,639,2,14820,0,,2022,,,,1,2036,GSM,16628_CO_EL1482,16628_CO_EL14820,16628_CO_EL1482-YU_Breakthrough_int._Church_GenOFF_MRT,16628_CO_EL1482-YU_Breakthrough_int._Church_GenOFF_MRT,16628,39.65791667,-4.05794444,0,K80010825_900Mhz_00V,,,,27,30,0,39.65791667,-4.05794444,1,YUBRKINTCHURCH0,,,,,,
PLMN-PLMN/BSC-401463/BCF-2005/BTS-2005,MSABSC3001,639,2,14384,4,,2022,,,,1,2005,GSM,13487_CO_EL1438,13487_CO_EL14384,13487_CO_EL1438-Telkom_Makadara_OUTB_MGF,13487_CO_EL1438-Telkom_Makadara_OUTB_MGF,13487,39.67136045,-4.049972834,0,K80010826_1800Mhz_00V,,,,28,355,2,39.67136045,-4.049972834,1,ORANGEMAKADARA4,,,,,,
PLMN-PLMN/BSC-401463/BCF-1612/BTS-1613,MSABSC3001,639,2,11221,1,,2009,,,,2,1613,GSM,13162_CO_EL1122,13162_CO_EL11221,13162_CO_EL1122-Shimanzi_Road_OUTB_MGF_HUB,13162_CO_EL1122-Shimanzi_Road_OUTB_MGF_HUB,13162,39.6511556,-4.054029852,0,K80010825_900Mhz_07V,,,,30,120,0.5,39.6511556,-4.054029852,1,EL1122SHIMPDMP1,,,,,,
PLMN-PLMN/BSC-401463/BCF-1564/BTS-1568,MSABSC3001,639,2,10505,5,,2009,,,,5,1568,GSM,13129_CO_EL1050,13129_CO_EL10505,13129_CO_EL1050-Kongowea_OUTB_MGF,13129_CO_EL1050-Kongowea_OUTB_MGF,13129,39.68569444,-4.038222222,0,K742211_1800_08V,,,,30,140,0,39.68569444,-4.038222222,1,EL1050KONGOWMR5,,,,,,
PLMN-PLMN/BSC-401463/BCF-1846/BTS-1847,MSABSC3001,639,2,9131,1,,2009,,,,2,1847,GSM,13059_CO_EL0913,13059_CO_EL09131,13059_CO_EL0913-Kisauni_OUTB_MGF,13059_CO_EL0913-Kisauni_OUTB_MGF,13059,39.68643406,-4.033753895,0,K739634_900_06F,,,,29,140,3,39.68643406,-4.033753895,1,EL0913KISAUMR1,,,,,,
PLMN-PLMN/BSC-401463/BCF-1999/BTS-2000,MSABSC3001,639,2,15411,1,,2009,,,,2,2000,GSM,13490_CO_EL1541,13490_CO_EL15411,13490_CO_EL1541-KPA_MCC_OUTB_MGF,13490_CO_EL1541-KPA_MCC_OUTB_MGF,13490,39.64844444,-4.048888889,0,K80010825_900Mhz_04V,,,,24,200,0,39.64844444,-4.048888889,1,KPAMCC1,,,,,,
PLMN-PLMN/BSC-401463/BCF-1690/BTS-1691,MSABSC3001,639,2,9458,8,,2022,,,,2,1691,GSM,14256_CO_EL0945,14256_CO_EL09458,14256_CO_EL0945-Mitchell_Market_OUTB_MWM,14256_CO_EL0945-Mitchell_Market_OUTB_MWM,14256,39.67116667,-4.058333333,0,K80010825_1800Mhz_00V,,,,5,133,2.5,39.67116667,-4.058333333, ,EL0945MITMKTMP8,,,,,,
PLMN-PLMN/BSC-401463/BCF-1972/BTS-1974,MSABSC3001,639,2,15056,6,,2022,,,,3,1974,GSM,17518_CO_EL1505,17518_CO_EL15056,17518_CO_EL1505-Nyali_Mkomani_Cement_Road_OUTB_SET,17518_CO_EL1505-Nyali_Mkomani_Cement_Road_OUTB_SET,17518,39.68244,-4.050087,,K80010825_1800Mhz_04V,,,,24,330,0,39.68244,-4.050087, ,NYALIMKOMANIRD6,,,,,,
PLMN-PLMN/BSC-401463/BCF-2528/BTS-2530,MSABSC3001,639,2,18886,6,,2009,,,,3,2530,GSM,17342_CO_EL1888,17342_CO_EL18886,17342_CO_EL1888-Buxton_Market_Smallcell,17342_CO_EL1888-Buxton_Market_Smallcell,17342,39.66783333,-4.043633333,0,K80020125_1800_00F,,,,12,290,0,39.66783333,-4.043633333,1,BUXTONMARKET6,,,,,,
PLMN-PLMN/BSC-401463/BCF-1846/BTS-1849,MSABSC3001,639,2,9134,4,,2009,,,,4,1849,GSM,13059_CO_EL0913,13059_CO_EL09134,13059_CO_EL0913-Kisauni_OUTB_MGF,13059_CO_EL0913-Kisauni_OUTB_MGF,13059,39.68643406,-4.033753895,0,K742211_1800_10V,,,,29,20,2,39.68643406,-4.033753895,1,EL0913KISAUMR4,,,,,,
PLMN-PLMN/BSC-401463/BCF-2030/BTS-2033,MSABSC3001,639,2,13254,4,,2022,,,,4,2033,GSM,16647_CO_EL1325,16647_CO_EL13254,16647_CO_EL1325-EATON_Mombasa_Old_Town_OUTB,16647_CO_EL1325-EATON_Mombasa_Old_Town_OUTB,16647,39.67711111,-4.058527778,0,K80010825_1800Mhz_03V,,,,18,31,1.5,39.67711111,-4.058527778, ,ARTLMSAOLDTWN4,,,,,,
PLMN-PLMN/BSC-401463/BCF-1774/BTS-1775,MSABSC3001,639,2,8991,1,,2022,,,,2,1775,GSM,13045_CO_EL0899,13045_CO_EL08991,13045_CO_EL0899-Mombasa_Kenyatta_Avenue_OUTB_MRT,13045_CO_EL0899-Mombasa_Kenyatta_Avenue_OUTB_MRT,13045,39.66671147,-4.052641073,0,K80010825_900Mhz_05V,,,,26,140,0,39.66671147,-4.052641073,1,EL0899MOMKAVPA1,,,,,,
PLMN-PLMN/BSC-401463/BCF-2481/BTS-2482,MSABSC3001,639,2,18001,1,,2009,,,,2,2482,GSM,17011_CO_EL1800,17011_CO_EL18001,17011_CO_EL1800-Kongowea_Kwa_Chief_MGF_GenOFF,17011_CO_EL1800-Kongowea_Kwa_Chief_MGF_GenOFF,17011,39.68727778,-4.041055556,0,K80010868_900_06V,,,,15,120,0,39.68727778,-4.041055556,1,KONGOWEACHIEF1,,,,,,
PLMN-PLMN/BSC-401463/BCF-1630/BTS-1631,MSABSC3001,639,2,10041,1,,2009,,,,2,1631,GSM,13869_CO_EL1004,13869_CO_EL10041,13869_CO_EL1004-Mombasa_Ziwani_OUTB_MWM,13869_CO_EL1004-Mombasa_Ziwani_OUTB_MWM,13869,39.66087801,-4.042086492,0,K742192_900_00F,,,,14,134,3,39.66087801,-4.042086492,1,EL1004MOMZIWMP1,,,,,,
PLMN-PLMN/BSC-401463/BCF-2439/BTS-2441,MSABSC3001,639,2,12642,2,,2009,,,,3,2441,GSM,16667_CO_EL1264,16667_CO_EL12642,16667_CO_EL1264-EATON_TUM_Mombasa_OUTB,16667_CO_EL1264-EATON_TUM_Mombasa_OUTB,16667,39.66844722,-4.036072222,0,K80010868_900_03V,,,,20,330,0,39.66844722,-4.036072222,1,AIRTELTUM2,,,,,,
PLMN-PLMN/BSC-401463/BCF-1750/BTS-1754,MSABSC3001,639,2,11295,5,,2022,,,,5,1754,GSM,13168_CO_EL1129,13168_CO_EL11295,13168_CO_EL1129-Nyali_Kilima_Road_OUTB_MGF_HUB,13168_CO_EL1129-Nyali_Kilima_Road_OUTB_MGF_HUB,13168,39.68893413,-4.050141278,0,K80010825_1800Mhz_05V,,,,30,190,0,39.68893413,-4.050141278,1,EL1129NYAKRMR5,,,,,,
PLMN-PLMN/BSC-401463/BCF-2481/BTS-2485,MSABSC3001,639,2,18005,5,,2009,,,,5,2485,GSM,17011_CO_EL1800,17011_CO_EL18005,17011_CO_EL1800-Kongowea_Kwa_Chief_MGF_GenOFF,17011_CO_EL1800-Kongowea_Kwa_Chief_MGF_GenOFF,17011,39.68727778,-4.041055556,0,K80010868_1800_06V,,,,15,120,0,39.68727778,-4.041055556,1,KONGOWEACHIEF5,,,,,,
PLMN-PLMN/BSC-401463/BCF-2036/BTS-2037,MSABSC3001,639,2,14821,1,,2022,,,,2,2037,GSM,16628_CO_EL1482,16628_CO_EL14821,16628_CO_EL1482-YU_Breakthrough_int._Church_GenOFF_MRT,16628_CO_EL1482-YU_Breakthrough_int._Church_GenOFF_MRT,16628,39.65791667,-4.05794444,0,K80010825_900Mhz_00V,,,,27,150,0,39.65791667,-4.05794444,1,YUBRKINTCHURCH1,,,,,,
PLMN-PLMN/BSC-401463/BCF-1576/BTS-1578,MSABSC3001,639,2,11282,2,,2009,,,,3,1578,GSM,13167_CO_EL1128,13167_CO_EL11282,13167_CO_EL1128-Mshomoroni_OUTB_H_MGF,13167_CO_EL1128-Mshomoroni_OUTB_H_MGF,13167,39.67726721,-4.028198858,0,K739634_900_06F,,,,30,260,2,39.67726721,-4.028198858,1,EL1128MSHOMOMR2,,,,,,
PLMN-PLMN/BSC-401463/BCF-2014/BTS-2017,MSABSC3001,639,2,15154,4,,2022,,,,4,2017,GSM,16125_CO_EL1515,16125_CO_EL15154,16125_CO_EL1515-EATON_Liwatoni_OUTB_MRT,16125_CO_EL1515-EATON_Liwatoni_OUTB_MRT,16125,39.6583,-4.06359,0,K80010292_1800_00V,,,,23,0,0,39.6583,-4.06359,1,ARTLLIWATONI4,,,,,,
PLMN-PLMN/BSC-401463/BCF-500/BTS-504,MSABSC3001,639,2,8965,5,,2022,,,,5,504,GSM,13042_CO_EL0896,13042_CO_EL08965,13042_CO_EL0896-Mombasa_Uhuru_Garden_OUTB_MRT,13042_CO_EL0896-Mombasa_Uhuru_Garden_OUTB_MRT,13042,39.6665,-4.05975,0,K80010825_1800Mhz_06V,,,,29,166,0.5,39.6665,-4.05975, ,EL896MOMUGMR5,,,,,,
PLMN-PLMN/BSC-401463/BCF-2510/BTS-2510,MSABSC3001,639,2,17760,0,,2022,,,,1,2510,GSM,18079_CO_EL1776,18079_CO_EL17760,18079_CO_EL1776-Hassanalis_Building_Fort_Jesus_Road_MRT,18079_CO_EL1776-Hassanalis_Building_Fort_Jesus_Road_MRT,18079,39.67416111,-4.063063889,,K80010965_943MHz_06V,,,,18,10,0,39.67416111,-4.063063889, ,HASSANALI0,,,,,,
PLMN-PLMN/BSC-401463/BCF-1912/BTS-1914,MSABSC3001,639,2,8896,6,,2022,,,,3,1914,GSM,15500_CO_EL0889,15500_CO_EL08896,15500_CO_EL0889-YU_MOMBASA_BARCLAYS_MICRO_OUTB_MRT,15500_CO_EL0889-YU_MOMBASA_BARCLAYS_MICRO_OUTB_MRT,15500,39.672556,-4.058667,0,K80010292_1800_06V,,,,20,291,0,39.672556,-4.058667, ,YUBARCLAYMICRO6,,,,,,
PLMN-PLMN/BSC-401463/BCF-2496/BTS-2498,MSABSC3001,639,2,18356,6,,2005,,,,3,2498,GSM,17332_CO_EL1835,17332_CO_EL18356,17332_CO_EL1835-EATON_Kongowea_SSL,17332_CO_EL1835-EATON_Kongowea_SSL,17332,39.68608333,-4.044805556,,K80010504_1800_02V,,,,15,240,0,39.68608333,-4.044805556, ,KONGOSSL6,,,,,,
PLMN-PLMN/BSC-401463/BCF-1927/BTS-1928,MSABSC3001,639,2,15565,5,,2009,,,,2,1928,GSM,15616_CO_EL1556,15616_CO_EL15565,15616_CO_EL1556-YU_Kisauni_OUTB_MRT,15616_CO_EL1556-YU_Kisauni_OUTB_MRT,15616,39.68380556,-4.02844444,0,K80010698_1800Mhz_05V,,,,35,127,3,39.68380556,-4.02844444,1,YUKISAUNI5,,,,,,
