cellDN,controllerName,mcc,mnc,cellId,,,cellLac,cellExpectedCellRadius,cellType,cellDeploymentType,cellSectorIdentifier,cellBtsId,cellTechnology,siteIdentifier,cellid,siteAddress,siteTopologyName,siteT,siteLocationLongitude,siteLocationLatitude,siteLocationGroundHeight,antennaType,antennaAttenuationPattern,antennaGsmPropagationModel,antennaWcdmaPropagationModel,antennaEffectiveHeight,antennaBearing,antennaTilt,antennaLocationLongitude,antennaLocationLatitude,antennaState,cellName,antennaId,antennaHorBeamwidth,antennaTotalTilt,antennaVerBeamwidth,antennaDirectivity,antennaLineLoss
PLMN-PLMN/EXCCG-1/EXGCE-502632443,EXCCG-1,639,2,10411,1,,9998,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15299_RV_WU1041-Kitale_Sibanga_OUTN_MGF-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633114,EXCCG-1,639,2,5794,4,,5067,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15550_WN_WN0579-Marera-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633945,EXCCG-1,639,2,5430,0,,5084,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16381_WN_WN0543-Ndivisi-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635513,EXCCG-1,639,2,2194,4,,2025,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12762_NE_EC0219-Kajiado_Post_Office_OUTE_MGFII-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-225707,EXCCG-1,639,2,12635,5,,5050,,,,,,GSM,12793_RV_WL1263,12793_RV_WL12635,12793_RV_WL1263,12793_RV_WL1263,12793,35.52356903,0.013656859,,K742215_1800_00V,,,,59,130,0,35.52356903,0.013656859, ,12793_RV_WL1263-Timboroa_OUTL-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634901,EXCCG-1,639,2,2280,0,,2001,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13010_NE_EC0228-NTHEKE_OUTE_MGF_HUB-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488159,EXCCG-1,639,2,10080,0,,2121,,,,,,GSM,13804_CO_EL1008,13804_CO_EL10080,13804_CO_EL1008,13804_CO_EL1008,13804,39.68504513,-4.015422243,,H-AQU4518R24_943_02RV,,,,18,0,0,39.68504513,-4.015422243, ,13804_CO_EL1008-MSHOMORONI_JUNDA_OUTB-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632836,EXCCG-1,639,2,19651,1,,8546,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 8546 19651,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632635,EXCCG-1,639,2,1085,5,,2073,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2073 1085,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634721,EXCCG-1,639,2,6476,6,,5084,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15723_WN_WN0647-Airtel_Kiboochi_Centre-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635606,EXCCG-1,639,2,7130,0,,2025,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15382_NE_EC0713-Ilbissil_Town_OUTE_MGF-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-90   13501,EXCCG-1,639,2,12301,1,,5037,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,0,#N/A,#N/A, ,639 02 90 13501,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632776,EXCCG-1,639,2,8471,1,,994,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12804_RV_WU0847-Tongoni_OUTN_MGF-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635033,EXCCG-1,639,2,16574,4,,2004,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2004 16574,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-657967,EXCCG-1,639,2,15671,1,,5008,,,,,,GSM,16102_RV_WL1567,16102_RV_WL15671,16102_RV_WL1567-Ambusket_OUTN_MGF,16102_RV_WL1567-Ambusket_OUTN_MGF,16102,35.635066,-0.640318,60,K80010826_900Mhz_04V,,,,60,230,0,35.635066,-0.640318, ,16102_RV_WL1567-Ambusket_OUTN-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-2319,EXCCG-1,639,2,17052,2,,2126,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16554_CO_EL1705-Mbegani-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633107,EXCCG-1,639,2,5916,6,,5076,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15498_WN_WN0591-Sigalame-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636240,EXCCG-1,639,2,9586,6,,5181,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14279_RV_WU0958-Kesogon_OUTD_MGF-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632760,EXCCG-1,639,2,16530,0,,2108,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13937_MK_EU1988-Bura_East_S_OUTA-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633032,EXCCG-1,639,2,5235,5,,5098,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15657_WN_WN0523-Airtel_Andiwo-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632199,EXCCG-1,639,2,16486,6,,895,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16149_WN_WL1648-Nyakoe_OUTL_MGF-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632307,EXCCG-1,639,2,17635,5,,895,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13367_WN_WL1763-Airtel_Omwari-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636207,EXCCG-1,639,2,12146,6,,9999,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 9999 12146,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-655752,EXCCG-1,639,2,9701,1,,2123,,,,,,GSM,13626_CO_EL0970,13626_CO_EL09701,13626_CO_EL0970,13626_CO_EL0970,13626,39.68837852,-4.004312147,,K80010306_900_06V,,,,20,122,0,39.68837852,-4.004312147, ,13626_CO_EL0970-VIKWATANI_OUTB-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635343,EXCCG-1,639,2,12206,6,,4120,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14998_CO_EL1220-Ngomano_OUTB-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-225695,EXCCG-1,639,2,535,5,,5045,,,,,,GSM,12920_RV_WN0053,12920_RV_WN00535,12920_RV_WN0053,12920_RV_WN0053,12920,35.06828056,0.070041667,39.5,K741326_1800_3F,,,,39.5,160,0,35.06828056,0.070041667, ,12920_RV_WN0053-Kaptumo_OUTN-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634567,EXCCG-1,639,2,692,2,,5107,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12940_WN_WN0069-Cheptais_OUTL-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488161,EXCCG-1,639,2,10081,1,,2121,,,,,,GSM,13804_CO_EL1008,13804_CO_EL10081,13804_CO_EL1008,13804_CO_EL1008,13804,39.68504513,-4.015422243,,H-AQU4518R24_943_02RV,,,,21,150,0,39.68504513,-4.015422243, ,13804_CO_EL1008-MSHOMORONI_JUNDA_OUTB-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632568,EXCCG-1,639,2,10701,1,,892,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15470_RV_WU1070-Kitale_Big_Tree_OUTN_MGF-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634547,EXCCG-1,639,2,7005,5,,5107,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16956_WN_WN0700-Cheptais_Market_OUTL-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-658050,EXCCG-1,639,2,12860,0,,2120,,,,,,GSM,14883_CO_EL1286,14883_CO_EL12860,14883_CO_EL1286-Pingilikani_OUTB_MGF,14883_CO_EL1286-Pingilikani_OUTB_MGF,14883,39.773676,-3.775706,29,DXXX-824-960/65- 17.5i-M_00V,,,,29,15,0,39.773676,-3.775706, ,14883_CO_EL1286-Pingilikani_OUTB-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-2320,EXCCG-1,639,2,17054,4,,2126,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16554_CO_EL1705-Mbegani-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634080,EXCCG-1,639,2,3166,6,,5075,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14637_WN_WN0316-Nyagunda_OUTL-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634614,EXCCG-1,639,2,8714,4,,5085,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13526_RV_WU0871-Sikhendu_OUTL-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636262,EXCCG-1,639,2,12244,4,,2195,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14748_NE_EL1224-KYONGWANI_OUTE_MGF-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-658316,EXCCG-1,639,2,10874,4,,2127,,,,,,GSM,13143_CO_EL1087,13143_CO_EL10874,13143_CO_EL1087-Kinango_OUTB_MGF,13143_CO_EL1087-Kinango_OUTB_MGF,13143,39.315187,-4.138191,60,DXX-1710-2200_4PORT_iRET_1800_02V,,,,22.4,0,0,39.315187,-4.138191, ,13143_CO_EL1087-Kinango_OUTB-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-604,EXCCG-1,639,2,9833,3,,2120,,,,,,GSM,13623_CO_EL0983,13623_CO_EL09833,13623_CO_EL0983,13623_CO_EL0983,13623,39.809214,-3.760167731,,K80010310_900_04V,,,,27,40,2,39.809214,-3.760167731, ,13623_CO_EL0983-Vipingo_OUTB-3,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635537,EXCCG-1,639,2,7482,2,,2025,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16754_NE_EC0748-Torosei_OUTE-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635136,EXCCG-1,639,2,17636,6,,2014,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2014 17636,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635024,EXCCG-1,639,2,10522,2,,2004,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2004 10522,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633028,EXCCG-1,639,2,2595,5,,5098,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13276_WN_WN0259-Ruma_National_Park_OUTL-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635671,EXCCG-1,639,2,8512,2,,2018,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2018 8512,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631784,EXCCG-1,639,2,15455,5,,892,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14785_RV_WL1545-Mindilwet_OUTN-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636250,EXCCG-1,639,2,12460,0,,5089,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16323_RV_WU1246-Segero_Tuigoin_OUTD-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-658774,EXCCG-1,639,2,11102,2,,4116,,,,,,GSM,16459_RV_NO1110,16459_RV_NO11102,16459_RV_NO1110-Dorobo_OUTN_MGF,16459_RV_NO1110-Dorobo_OUTN_MGF,16459,36.09311111,-0.773027778,44,K80010826_900Mhz_06V,,,,44,230,0,36.09311111,-0.773027778, ,16459_RV_NO1110-Dorobo_OUTN-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632409,EXCCG-1,639,2,19034,4,,9998,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16937_RV_WU1903-Airtel_Sitatunga-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-400  18930,EXCCG-1,639,2,18930,0,,400,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 400 18930,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-658006,EXCCG-1,639,2,14892,2,,4071,,,,,,GSM,16127_NE_NM1489,16127_NE_NM14892,16127_NE_NM1489,16127_NE_NM1489,16127,36.70665,-1.406161111,,K80010825_900Mhz_08V,,,,38.15,220,5,36.70665,-1.406161111, ,16127_NE_NM1489-Airtel_Nkoroi-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632435,EXCCG-1,639,2,9751,1,,9998,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14593_RV_WU0975-Moi_University_Kitale_Campus_OUTN_MGF-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632433,EXCCG-1,639,2,9754,4,,9998,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14593_RV_WU0975-Moi_University_Kitale_Campus_OUTN_MGF-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635743,EXCCG-1,639,2,11566,6,,2061,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13808_NE_EL1156-Kola_OUTE_MGF-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-659684,EXCCG-1,639,2,8260,0,,2075,,,,,,GSM,12593_NE_EL0826,12593_NE_EL08260,12593_NE_EL0826-Kyangulu_Hills_OUTH_MGF,12593_NE_EL0826-Kyangulu_Hills_OUTH_MGF,12593,37.966541,-1.196365,40.5,K739650_900_00F,,,,40,28,0,37.966541,-1.196365, ,12593_NE_EL0826-Kyangulu_Hills_OUTH-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632071,EXCCG-1,639,2,16540,0,,2015,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16579_CO_EL1654-Miritini_West_OUTB-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635111,EXCCG-1,639,2,9730,0,,2014,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2014 9730,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-90   13502,EXCCG-1,639,2,12302,2,,5037,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,0,#N/A,#N/A, ,639 02 90 13502,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488193,EXCCG-1,639,2,11352,2,,2125,,,,,,GSM,13174_CO_EL1135,13174_CO_EL11352,13174_CO_EL1135,13174_CO_EL1135,13174,39.6614336,-4.067361951,29.5,K80010825_900Mhz_04V,,,,30,260,2,39.6614336,-4.067361951, ,13174_CO_EL1135-KPLC_Mbaraki_OUTB-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632459,EXCCG-1,639,2,9596,6,,9998,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14448_RV_WU0959-Mukuyu_OUTN_MGF-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488060,EXCCG-1,639,2,9432,2,,2125,,,,,,GSM,14025_CO_EL0943,14025_CO_EL09432,14025_CO_EL0943,14025_CO_EL0943,14025,39.63655556,-4.085,,K80010965_915MHz_03V,,,,44,260,0,39.63655556,-4.085, ,14025_CO_EL0943-Mihongani_OUTB-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502633826,EXCCG-1,639,2,2016,6,,5079,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14619_WN_WN0201-Nzoia_OUTL-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635664,EXCCG-1,639,2,2236,6,,2025,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2025 2236,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632575,EXCCG-1,639,2,8910,0,,892,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13220_RV_WU0891-Endebess_OUTN_MGF-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635217,EXCCG-1,639,2,17575,5,,2004,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 2004 17575,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632607,EXCCG-1,639,2,19195,5,,892,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 892 19195,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-659475,EXCCG-1,639,2,16256,6,,4103,,,,,,GSM,16484_NE_NM1625,16484_NE_NM16256,16484_NE_NM1625-Ongata_Rongai_Kandisi_Road_OUTN,16484_NE_NM1625-Ongata_Rongai_Kandisi_Road_OUTN,16484,36.77966111,-1.411405556,23.31,K80010292_1800_06V,,,,23.31,280,0,36.77966111,-1.411405556, ,16484_NE_NM1625-Ongata_Rongai_Kandisi_Road-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502636263,EXCCG-1,639,2,12245,5,,2195,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14748_NE_EL1224-KYONGWANI_OUTE_MGF-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488071,EXCCG-1,639,2,11090,0,,2120,,,,,,GSM,13150_CO_EL1109,13150_CO_EL11090,13150_CO_EL1109,13150_CO_EL1109,13150,39.63476613,-3.811552089,,K739650_900_00F,,,,65,60,2,39.63476613,-3.811552089, ,13150_CO_EL1109-KALOLENI_OUTB-0,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632994,EXCCG-1,639,2,9750,0,,12112,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 12112 9750,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632989,EXCCG-1,639,2,19654,4,,12111,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 12111 19654,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-652171,EXCCG-1,639,2,3672,2,,2074,,,,,,GSM,13917_MK_EC0367,13917_MK_EC03672,13917_MK_EC0367,13917_MK_EC0367,13917,37.48905556,-1.084022222,,H-AQU4518R24_943_02RV,,,,44,265,1,37.48905556,-1.084022222, ,13917_MK_EC0367-Bethwana_Hill_OUTH-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632457,EXCCG-1,639,2,9432,2,,9993,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14281_RV_WU0943-Kitale_Tiwani_OUTN_MGF-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-659476,EXCCG-1,639,2,16255,5,,4103,,,,,,GSM,16484_NE_NM1625,16484_NE_NM16255,16484_NE_NM1625-Ongata_Rongai_Kandisi_Road_OUTN,16484_NE_NM1625-Ongata_Rongai_Kandisi_Road_OUTN,16484,36.77966111,-1.411405556,23.31,K80010292_1800_06V,,,,23.31,135,0,36.77966111,-1.411405556, ,16484_NE_NM1625-Ongata_Rongai_Kandisi_Road-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631606,EXCCG-1,639,2,11766,6,,2007,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14152_NE_EL1176-Central_Primary_SchoolKitui_OUTH-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-659473,EXCCG-1,639,2,6031,1,,2143,,,,,,GSM,14890_MK_EC0603,14890_MK_EC06031,14890_MK_EC0603,14890_MK_EC0603,14890,37.66703611,-0.070730556,,K80010306_900_06V,,,,44,120,0,37.66703611,-0.070730556, ,14890_MK_EC0603-Nkubu_Hospital_OUTB-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502631619,EXCCG-1,639,2,14584,4,,2007,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13459_NE_EL1458-Kitui_SDA_OUTH_MGF-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634067,EXCCG-1,639,2,5905,5,,5077,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16132_WN_WN0590-Wichlum_OUTL-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632862,EXCCG-1,639,2,19652,2,,8786,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 8786 19652,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502632779,EXCCG-1,639,2,10696,6,,994,,,,,,GSM,,6,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15079_RV_WU1069-Mogoon_OUTN_MGF-6,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634552,EXCCG-1,639,2,6905,5,,5107,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16349_WN_WN0690-Butonge-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634475,EXCCG-1,639,2,14774,4,,5092,,,,,,GSM,,4,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14190_WN_WL1477-Kitambwega_OUTL-4,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634935,EXCCG-1,639,2,1712,2,,5073,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14339_WN_WN0171-Busia_CBD_OUTL-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-658125,EXCCG-1,639,2,8342,2,,4001,,,,,,GSM,15759_NE_EC0834,15759_NE_EC08342,15759_NE_EC0834,15759_NE_EC0834,15759,37.0594,-1.4935,,K80010825_900Mhz_06V,,,,35.37,310,0,37.0594,-1.4935, ,15759_NE_EC0834-Lukenya_OUTH-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635404,EXCCG-1,639,2,8332,2,,2018,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,12769_NE_EL0833-Oloitoktok_OUTE_MGF_HUB-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635551,EXCCG-1,639,2,7521,1,,2025,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,16753_NE_EC0752-PAKASE_OUTE-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634533,EXCCG-1,639,2,3635,5,,5120,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,14778_WN_WN0363-Kakamega_Rostermann_OUTL-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-225807,EXCCG-1,639,2,1435,5,,5045,,,,,,GSM,14312_RV_WN0143,14312_RV_WN01435,14312_RV_WN0143,14312_RV_WN0143,14312,35.25983333,0.057972222,,PW7755_1800_03V,,,,36,140,4,35.25983333,0.057972222, ,14312_RV_WN0143-Siret_OUTN-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-488169,EXCCG-1,639,2,10611,1,,2121,,,,,,GSM,14165_CO_EL1061,14165_CO_EL10611,14165_CO_EL1061,14165_CO_EL1061,14165,39.67836111,-4.021388889,27,K80010306_900_08V,,,,28,154,0,39.67836111,-4.021388889, ,14165_CO_EL1061-KAKUJO_WEST_OUTB-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-1473,EXCCG-1,639,2,1415,5,,5004,,,,,,GSM,,5,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13232_RV_WN0141-Kipkaren_OUTL-5,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502634651,EXCCG-1,639,2,1862,2,,5006,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,13856_WN_WN0186-Musoli_OUTL-2,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635760,EXCCG-1,639,2,17422,2,,5037,,,,,,GSM,,2,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,639 02 5037 17422,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-4069 11071,EXCCG-1,639,2,11071,1,,4116,,,,,,GSM,,1,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,0,#N/A,#N/A, ,15230_RV_NO1107-Naivasha_Karagita_OUTN-1,,,,,,
PLMN-PLMN/EXCCG-1/EXGCE-502635280,EXCCG-1,639,2,12270,0,,2197,,,,,,GSM,,0,,,,#N/A,#N/A,,#N/A,,,,#N/A,#N/A,,#N/A,#N/A,,15738_CO_EL1227-EATON_Serena_Kilaguni_OUTB-0,,,,,,
